"","X","year","month","epoch","season","treatment","locality","site","bar","station","count_live","tran_length","area","density","ann_dis","mon_dis","ann_dis_lag","mon_dis_lag","mon_dis_lag2","mon_dis_lag3","ann_dis_sc","ann_dis_lag_sc","mon_dis_sc","mon_dis_lag_sc","mon_dis_lag2_sc","mon_dis_lag3_sc"
"299",299,2019,2,"epoch3","winter","control","LC","I","2","LCI2",1534,32.2,4.90728,312.596794965847,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"300",300,2019,2,"epoch3","winter","control","LC","I","3","LCI3",1104,23.8,3.62712,304.373717991133,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"301",301,2019,2,"epoch3","winter","control","LC","I","5","LCI5",942,20.4,3.10896,302.995213833565,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"302",302,2019,2,"epoch3","winter","control","LC","I","7","LCI7",853,21.66,3.300984,258.407795978411,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"303",303,2019,2,"epoch3","winter","control","LC","I","9","LCI9",695,22.24,3.389376,205.05249343832,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"304",304,2019,2,"epoch3","winter","control","LC","N","1","LCN1",109,29.86,4.550664,23.9525484632572,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"305",305,2019,2,"epoch3","winter","control","LC","N","2","LCN2",693,32.77,4.994148,138.762407521763,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"306",306,2019,2,"epoch3","winter","control","LC","N","3","LCN3",146,19.9,3.03276,48.1409673037101,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"307",307,2019,2,"epoch3","winter","control","LC","N","7","LCN7",611,13.3,2.02692,301.44258283504,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"308",308,2019,2,"epoch3","winter","control","LC","N","9","LCN9",4,36.12,5.504688,0.726653354377214,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"309",309,2019,2,"epoch3","winter","rocks","LC","O","15","LCO15",1884.5,126.6,19.29384,97.6736616453749,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"310",310,2019,2,"epoch3","winter","rocks","LC","O","16","LCO16",52,22.95,3.49758,14.8674226179244,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"311",311,2019,2,"epoch3","winter","rocks","LC","O","17","LCO17",209,45.37,6.914388,30.2268255701011,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"312",312,2019,2,"epoch3","winter","rocks","LC","O","19","LCO19",557.5,116.31,17.725644,31.4516076256524,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"313",313,2019,2,"epoch3","winter","rocks","LC","O","2","LCO2",945,20.86,3.179064,297.257305924008,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"314",314,2019,2,"epoch3","winter","rocks","LC","O","3","LCO3",358,18.02,2.746248,130.359676183651,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"315",315,2019,2,"epoch3","winter","rocks","LC","O","4","LCO4",953,22.1,3.36804,282.953884158145,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
"316",316,2019,2,"epoch3","winter","rocks","LC","O","8A","LCO8A",319,15.2,2.31648,137.708937698577,26406.1224489796,21326.3157894737,8568.21917808219,29623.3333333333,21248.3870967742,6807.33333333333,1,0.700100961032623,0.719916140074503,1,1,0.305996682185476
